timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.68303E+12,102,TestCase2,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-28,text,FALSE,,369,268,50,50,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",102,0,0
1.68303E+12,97,TestCase2,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-9,text,FALSE,,369,268,50,50,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",97,0,0
1.68303E+12,110,TestCase2,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-12,text,FALSE,,369,268,50,50,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",110,0,0
1.68303E+12,110,TestCase2,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-17,text,FALSE,,369,268,50,50,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",110,0,0
1.68303E+12,134,TestCase2,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-25,text,FALSE,,369,268,50,50,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",134,0,0
1.68303E+12,139,TestCase2,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-14,text,FALSE,,369,268,50,50,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",139,0,0
1.68303E+12,162,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,162,0,95
1.68303E+12,146,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-44,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,146,0,83
1.68303E+12,160,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-38,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,160,0,62
1.68303E+12,158,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-42,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,158,0,60
1.68303E+12,167,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-22,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,167,0,103
1.68303E+12,163,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-50,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,163,0,104
1.68303E+12,164,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-32,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,164,0,104
1.68303E+12,166,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,166,0,89
1.68303E+12,160,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-20,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,160,0,106
1.68303E+12,160,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-31,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,160,0,81
1.68303E+12,160,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-29,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,160,0,82
1.68303E+12,159,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-21,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,159,0,110
1.68303E+12,157,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,157,0,111
1.68303E+12,158,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-43,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,158,0,78
1.68303E+12,166,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-47,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,166,0,99
1.68303E+12,165,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,165,0,67
1.68303E+12,161,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-36,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,161,0,71
1.68303E+12,162,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-37,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,162,0,72
